Countrycode;Namespace;AirQualityNetwork;AirQualityStation;AirQualityStationEoICode;SamplingPoint;SamplingProcess;Sample;AirPollutant;AirPollutantCode;AveragingTime;Concentration;UnitOfMeasurement;DatetimeBegin;DatetimeEnd;Validity;Verification;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.3751700000;µg/m3;2022-03-15 18:00:00 +01:00;2022-03-15 19:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.6863300000;µg/m3;2022-03-15 19:00:00 +01:00;2022-03-15 20:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.6308300000;µg/m3;2022-03-15 20:00:00 +01:00;2022-03-15 21:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.5620000000;µg/m3;2022-03-15 21:00:00 +01:00;2022-03-15 22:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.0148400000;µg/m3;2022-03-15 22:00:00 +01:00;2022-03-15 23:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.5618300000;µg/m3;2022-03-15 23:00:00 +01:00;2022-03-16 00:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.0250000000;µg/m3;2022-03-16 00:00:00 +01:00;2022-03-16 01:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.1228300000;µg/m3;2022-03-16 01:00:00 +01:00;2022-03-16 02:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.5308300000;µg/m3;2022-03-16 02:00:00 +01:00;2022-03-16 03:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.6881700000;µg/m3;2022-03-16 03:00:00 +01:00;2022-03-16 04:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.8073300000;µg/m3;2022-03-16 04:00:00 +01:00;2022-03-16 05:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.6498300000;µg/m3;2022-03-16 05:00:00 +01:00;2022-03-16 06:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.8913300000;µg/m3;2022-03-16 06:00:00 +01:00;2022-03-16 07:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.7478300000;µg/m3;2022-03-16 07:00:00 +01:00;2022-03-16 08:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.6213300000;µg/m3;2022-03-16 08:00:00 +01:00;2022-03-16 09:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;1.1301700000;µg/m3;2022-03-16 09:00:00 +01:00;2022-03-16 10:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.5550000000;µg/m3;2022-03-16 10:00:00 +01:00;2022-03-16 11:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00038_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00038_100_100;H2S;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38;hour;2.7836700000;µg/m3;2022-03-16 11:00:00 +01:00;2022-03-16 12:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.3285000000;µg/m3;2022-03-15 11:00:00 +01:00;2022-03-15 12:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.8701700000;µg/m3;2022-03-15 12:00:00 +01:00;2022-03-15 13:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.9686700000;µg/m3;2022-03-15 13:00:00 +01:00;2022-03-15 14:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.5336700000;µg/m3;2022-03-15 14:00:00 +01:00;2022-03-15 15:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;5.1695000000;µg/m3;2022-03-15 15:00:00 +01:00;2022-03-15 16:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;8.6681700000;µg/m3;2022-03-15 16:00:00 +01:00;2022-03-15 17:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;10.1388000000;µg/m3;2022-03-15 17:00:00 +01:00;2022-03-15 18:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;16.1067000000;µg/m3;2022-03-15 18:00:00 +01:00;2022-03-15 19:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;9.9240000000;µg/m3;2022-03-15 19:00:00 +01:00;2022-03-15 20:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;7.0178300000;µg/m3;2022-03-15 20:00:00 +01:00;2022-03-15 21:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;4.4836700000;µg/m3;2022-03-15 21:00:00 +01:00;2022-03-15 22:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.8041600000;µg/m3;2022-03-15 22:00:00 +01:00;2022-03-15 23:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.9665000000;µg/m3;2022-03-15 23:00:00 +01:00;2022-03-16 00:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;1.6983300000;µg/m3;2022-03-16 00:00:00 +01:00;2022-03-16 01:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;1.2808300000;µg/m3;2022-03-16 01:00:00 +01:00;2022-03-16 02:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;0.1950000000;µg/m3;2022-03-16 02:00:00 +01:00;2022-03-16 03:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;0.3283330000;µg/m3;2022-03-16 03:00:00 +01:00;2022-03-16 04:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;0.2243330000;µg/m3;2022-03-16 04:00:00 +01:00;2022-03-16 05:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;1.1911700000;µg/m3;2022-03-16 05:00:00 +01:00;2022-03-16 06:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;2.1811700000;µg/m3;2022-03-16 06:00:00 +01:00;2022-03-16 07:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;3.9133300000;µg/m3;2022-03-16 07:00:00 +01:00;2022-03-16 08:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;14.5450000000;µg/m3;2022-03-16 08:00:00 +01:00;2022-03-16 09:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;13.2233000000;µg/m3;2022-03-16 09:00:00 +01:00;2022-03-16 10:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;14.9583000000;µg/m3;2022-03-16 10:00:00 +01:00;2022-03-16 11:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00008_100;SPP-IS_A_chemi_thermo42i-TL_dal;SPO_F-IS0037A_00008_100_100;NO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8;hour;11.1355000000;µg/m3;2022-03-16 11:00:00 +01:00;2022-03-16 12:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;8.9913200000;µg/m3;2022-03-15 11:00:00 +01:00;2022-03-15 12:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;8.5009200000;µg/m3;2022-03-15 12:00:00 +01:00;2022-03-15 13:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;8.6603700000;µg/m3;2022-03-15 13:00:00 +01:00;2022-03-15 14:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;7.9269900000;µg/m3;2022-03-15 14:00:00 +01:00;2022-03-15 15:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;9.3881500000;µg/m3;2022-03-15 15:00:00 +01:00;2022-03-15 16:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;14.6847000000;µg/m3;2022-03-15 16:00:00 +01:00;2022-03-15 17:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;13.2740000000;µg/m3;2022-03-15 17:00:00 +01:00;2022-03-15 18:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;9.7166000000;µg/m3;2022-03-15 18:00:00 +01:00;2022-03-15 19:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;4.8330800000;µg/m3;2022-03-15 19:00:00 +01:00;2022-03-15 20:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;2.8202200000;µg/m3;2022-03-15 20:00:00 +01:00;2022-03-15 21:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;4.2208700000;µg/m3;2022-03-15 21:00:00 +01:00;2022-03-15 22:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;5.4847300000;µg/m3;2022-03-15 22:00:00 +01:00;2022-03-15 23:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;6.3377400000;µg/m3;2022-03-15 23:00:00 +01:00;2022-03-16 00:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;3.7118000000;µg/m3;2022-03-16 00:00:00 +01:00;2022-03-16 01:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00005_100;SPP-IS_A_BETA_thermo5030SHARP_dal;SPO_F-IS0037A_00005_100_100;PM10;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5;hour;3.0645600000;µg/m3;2022-03-16 01:00:00 +01:00;2022-03-16 02:00:00 +01:00;1;3;;;;;;;
